                  Time      g_error x      g_error y      g_error z      d_error x      d_error y      d_error z
252794890.000000000000000         -4.507         -1.146          6.799          0.024         -0.001          0.019
252794900.000000000000000         -4.976         -3.090         50.183          0.026          0.000          0.023
252794910.000000000000000         -5.534         -5.213         96.897          0.024         -0.002          0.025
252794920.000000000000000         -6.162         -7.437        145.434          0.018         -0.003          0.039
252794930.000000000000000         -6.824         -9.688        194.168          0.020          0.000          0.034
252794940.000000000000000          0.000          0.000          0.000          0.022         -0.001          0.033
252795010.000000000000000        502.871         58.605       2303.238          0.023          0.001          0.029
252795020.000000000000000        477.534         55.466       2182.489          0.018          0.004          0.035
252795030.000000000000000        450.637         52.224       2053.571          0.020         -0.003          0.027
252795040.000000000000000        422.705         48.987       1918.717          0.016          0.011          0.061
252795050.000000000000000        394.278         45.782       1779.939          0.024         -0.004          0.015
