                  Time        error x        error y        error z       error 3d
 54467.058564814811689         -0.047          0.049         -0.009          0.069
 54467.058680555557657         -0.031          0.036         -0.000          0.047
 54467.058796296296350         -0.009          0.021         -0.004          0.024
 54467.058912037035043          0.013          0.011         -0.009          0.019
 54467.059027777781012          0.000          0.000          0.000          0.000
 54467.059143518519704          0.013          0.011         -0.024          0.029
 54467.059259259258397         -0.001          0.043         -0.073          0.085
 54467.059374999997090          0.035          0.040         -0.090          0.104
 54467.059490740743058          0.046          0.048         -0.102          0.122
 54467.059606481481751          0.034          0.072         -0.144          0.165
 54467.059722222220444          0.049          0.081         -0.170          0.194
 54467.059837962959136          0.066          0.103         -0.197          0.232
 54467.059953703705105          0.057          0.124         -0.226          0.264
 54467.060069444443798          0.073          0.101         -0.225          0.257
 54467.060185185182490          0.070          0.101         -0.251          0.279
 54467.060300925928459          0.065          0.113         -0.262          0.293
 54467.060416666667152          0.090          0.106         -0.256          0.292
 54467.060532407405844          0.094          0.109         -0.250          0.288
 54467.060648148144537          0.095          0.108         -0.259          0.296
 54467.060763888890506          0.102          0.095         -0.261          0.296
 54467.060879629629198          0.106          0.087         -0.247          0.283
 54467.060995370367891          0.089          0.105         -0.268          0.301
 54467.061111111113860          0.098          0.080         -0.239          0.270
 54467.061226851852552          0.106          0.077         -0.231          0.265
 54467.061342592591245          0.109          0.062         -0.213          0.247
 54467.061458333329938          0.083          0.059         -0.197          0.222
 54467.061574074075907          0.049          0.059         -0.179          0.195
 54467.061689814814599          0.052          0.056         -0.169          0.185
 54467.061805555553292          0.062          0.035         -0.132          0.150
 54467.061921296299261          0.059          0.034         -0.103          0.123
 54467.062037037037953          0.038          0.036         -0.091          0.104
 54467.062152777776646          0.032          0.019         -0.064          0.074
 54467.062268518515339          0.031         -0.003         -0.034          0.046
 54467.062384259261307          0.021         -0.009         -0.011          0.025
 54467.062500000000000          0.000          0.000          0.000          0.000
 54467.062615740738693          0.014         -0.029         -0.015          0.035
